Index,code,comment,label
2133,"public void TestInsufficientPermission() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", Guid.NewGuid(), ""TokenHash"", DateTime.Now)
.SetOrigin(CommandOrigin.Remote)
.SetAuthentication(new CommandAuthenticationModel() {
Username = ""Phogue""
})
);
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.InsufficientPermissions, result.CommandResultType);
}",Tests that we cannot set the password of an account if we do not have permission to do so.,1
2134,"public void TestAccountDoesNotExist() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
// Now append the token onto the account.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""DoesNotExist"", Guid.NewGuid(), ""TokenHash"", DateTime.Now).SetOrigin(CommandOrigin.Local));
// Validate that we could not set a password and the result returned false.
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.DoesNotExists, result.CommandResultType);
}",Tests we get an empty command result back if the account we try to set a password on does not exist.,1
2135,"public void TestEmptyId() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
// Now append the token onto the account.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", Guid.Empty, ""TokenHash"", DateTime.Now).SetOrigin(CommandOrigin.Local));
// Validate that we could not set a password and the result returned false.
Assert.IsFalse(result.Success);
Assert.AreEqual(result.CommandResultType, CommandResultType.InvalidParameter);
}",Validates that a token cannot be appended with an empty guid,1
2136,"public void TestEmptyTokenHash() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
// Now append the token onto the account.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", Guid.NewGuid(), """", DateTime.Now).SetOrigin(CommandOrigin.Local));
// Validate that we could not set a password and the result returned false.
Assert.IsFalse(result.Success);
Assert.AreEqual(result.CommandResultType, CommandResultType.InvalidParameter);
}",Validates that a token cannot be appended with an empty TokenHash,1
2137,"public void TestExpiredToken() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
// Now append the token onto the account.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", Guid.NewGuid(), ""TokenHash"", DateTime.Now.AddDays(-3)).SetOrigin(CommandOrigin.Local));
// Validate that we could not set a password and the result returned false.
Assert.IsFalse(result.Success);
Assert.AreEqual(result.CommandResultType, CommandResultType.InvalidParameter);
}",Validates that a token cannot be appended with an expired touched time,1
2138,"public void TestSetSuccess() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
// Now append the token onto the account.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", Guid.NewGuid(), ""TokenHash"", DateTime.Now).SetOrigin(CommandOrigin.Local));
Assert.IsTrue(result.Success);
Assert.AreEqual(result.CommandResultType, CommandResultType.Success);
}",Tests that appending a new valid token hash returns success,1
2139,"public void TestSetSuccessAppearsInAccountTokens() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
// Now append the token onto the account.
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", Guid.NewGuid(), ""TokenHash"", DateTime.Now).SetOrigin(CommandOrigin.Local));
Assert.IsNotEmpty(security.Groups.SelectMany(group => group.Accounts).First(account => account.Username == ""Phogue"").AccessTokens);
}",Tests that setting a new token appears in the list of tokens for the account.,1
2140,"public void TestSetSuccessIdenticalIdsOverwriteWithNewData() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
Guid id = Guid.NewGuid();
// Now append the token onto the account.
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", id, ""TokenHashOne"", DateTime.Now).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", id, ""TokenHashTwo"", DateTime.Now).SetOrigin(CommandOrigin.Local));
Assert.AreEqual(""TokenHashTwo"", security.Groups.SelectMany(group => @group.Accounts).First(account => account.Username == ""Phogue"").AccessTokens.First().Value.TokenHash);
}","Tests that multiple token id's won't exist, but instead later tokens will overwrite the token hash",1
2141,"public void TestAddingTooManyTokensCullsTheTokenList() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
Guid oldest = Guid.NewGuid();
// The default limit is 5. I figured I should test with the defaults.
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", oldest, ""TokenHashOldest"", DateTime.Now.AddHours(-1)).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", Guid.NewGuid(), ""TokenHashOne"", DateTime.Now).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", Guid.NewGuid(), ""TokenHashTwo"", DateTime.Now).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", Guid.NewGuid(), ""TokenHashThree"", DateTime.Now).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", Guid.NewGuid(), ""TokenHashFour"", DateTime.Now).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", Guid.NewGuid(), ""TokenHashFive"", DateTime.Now).SetOrigin(CommandOrigin.Local));
// Test that we have the maximum and the oldest token isn't in the list.
Assert.AreEqual(5, security.Groups.SelectMany(group => @group.Accounts).First(account => account.Username == ""Phogue"").AccessTokens.Count);
Assert.IsNull(security.Groups.SelectMany(group => @group.Accounts).First(account => account.Username == ""Phogue"").AccessTokens.Where(token => token.Key == oldest).Select(token => token.Value).FirstOrDefault());
}",Tests adding above the maximum amount of token hashes will cull the list of the oldest token,1
2142,"public void TestAuthenticationSuccess() {
String generatedAuthenticatePassword = StringExtensions.RandomString(10);
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountSetPassword(""Phogue"", generatedAuthenticatePassword).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupSetPermission(""GroupName"", CommandType.SecurityAccountAuthenticate, 50).SetOrigin(CommandOrigin.Local));
// Now authenticate against an empty security object which has no accounts.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticate(""Phogue"", generatedAuthenticatePassword, String.Empty).SetOrigin(CommandOrigin.Remote).SetAuthentication(new CommandAuthenticationModel() {
Username = ""Phogue""
}));
// Validate that we get nothing back.
Assert.IsTrue(result.Success);
Assert.AreEqual(CommandResultType.Success, result.CommandResultType);
}",Tests authentication is successful when correct details are supplied,1
2143,"public void TestAccountGroupReturnedInResult() {
String generatedAuthenticatePassword = StringExtensions.RandomString(10);
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountSetPassword(""Phogue"", generatedAuthenticatePassword).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupSetPermission(""GroupName"", CommandType.SecurityAccountAuthenticate, 50).SetOrigin(CommandOrigin.Local));
// Now authenticate against an empty security object which has no accounts.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticate(""Phogue"", generatedAuthenticatePassword, String.Empty).SetOrigin(CommandOrigin.Remote).SetAuthentication(new CommandAuthenticationModel() {
Username = ""Phogue""
}));
// Validate that we get nothing back.
Assert.AreEqual(""Phogue"", result.Scope.Accounts.First().Username);
Assert.AreEqual(""GroupName"", result.Scope.Groups.First().Name);
}",Tests that authentication returns the users account and group when successful.,1
2144,"public void TestAccountDoesNotExist() {
String generatedAuthenticatePassword = StringExtensions.RandomString(10);
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""ThisExists"").SetOrigin(CommandOrigin.Local));
// Now authenticate against an empty security object which has no accounts.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticate(""DoesNotExist"", generatedAuthenticatePassword, String.Empty).SetOrigin(CommandOrigin.Local));
// Validate that we get nothing back.
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.Failed, result.CommandResultType);
}",Tests that authentication returns nothing if an account does not exist.,1
2145,"public void TestInsufficientPermission() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountSetPassword(""Phogue"", ""password"").SetOrigin(CommandOrigin.Local));
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticate(""Phogue"", ""password"", String.Empty).SetOrigin(CommandOrigin.Local).SetOrigin(CommandOrigin.Remote).SetAuthentication(new CommandAuthenticationModel() {
Username = ""Phogue""
}));
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.InsufficientPermissions, result.CommandResultType);
}",Tests that the account cannot be authenticated against if the account does not have permissions to authenticate in the first place.,1
2146,"public void TestUnsetPassword() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
// Now send an empty password through to authenticate against.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticate(""Phogue"", String.Empty, String.Empty).SetOrigin(CommandOrigin.Local));
// Validate that we couldn't login because the server does not have a password set for it yet.
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.Failed, result.CommandResultType);
}",Validates that we can't login to an account that has not had a password setup for it yet.,1
2147,"public void TestAuthenticationSuccessTokenGenerated() {
String generatedAuthenticatePassword = StringExtensions.RandomString(10);
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountSetPassword(""Phogue"", generatedAuthenticatePassword).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupSetPermission(""GroupName"", CommandType.SecurityAccountAuthenticate, 50).SetOrigin(CommandOrigin.Local));
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticate(""Phogue"", generatedAuthenticatePassword, ""192.168.1.1"").SetOrigin(CommandOrigin.Remote).SetAuthentication(new CommandAuthenticationModel() {
Username = ""Phogue""
}));
Assert.IsNotEmpty(result.Scope.AccessTokens);
}",Tests we get a token back when authenticating with an identifier.,1
2148,"public void TestAuthenticationSuccessCanThenAuthenticateWithToken() {
String generatedAuthenticatePassword = StringExtensions.RandomString(10);
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountSetPassword(""Phogue"", generatedAuthenticatePassword).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupSetPermission(""GroupName"", CommandType.SecurityAccountAuthenticate, 50).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupSetPermission(""GroupName"", CommandType.SecurityAccountAuthenticateToken, 50).SetOrigin(CommandOrigin.Local));
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticate(""Phogue"", generatedAuthenticatePassword, ""192.168.1.1"").SetOrigin(CommandOrigin.Remote).SetAuthentication(new CommandAuthenticationModel() {
Username = ""Phogue""
}));
AccessTokenTransportModel token = result.Scope.AccessTokens.First();
result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticateToken(token.Id, token.Token, ""192.168.1.1"").SetOrigin(CommandOrigin.Remote).SetAuthentication(new CommandAuthenticationModel() {
Token = token.Token,
TokenId = token.Id
}));
Assert.IsTrue(result.Success);
Assert.AreEqual(CommandResultType.Success, result.CommandResultType);
}",Tests that we can authenticate with the token that was generated.,1
2149,"public void TestAuthenticationFailureWhenAuthenticateWithTokenDifferentIdentifier() {
String generatedAuthenticatePassword = StringExtensions.RandomString(10);
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountSetPassword(""Phogue"", generatedAuthenticatePassword).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupSetPermission(""GroupName"", CommandType.SecurityAccountAuthenticate, 50).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupSetPermission(""GroupName"", CommandType.SecurityAccountAuthenticateToken, 50).SetOrigin(CommandOrigin.Local));
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticate(""Phogue"", generatedAuthenticatePassword, ""192.168.1.1"").SetOrigin(CommandOrigin.Remote).SetAuthentication(new CommandAuthenticationModel() {
Username = ""Phogue""
}));
AccessTokenTransportModel token = result.Scope.AccessTokens.First();
result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticateToken(token.Id, token.Token, ""192.168.1.2"").SetOrigin(CommandOrigin.Remote).SetAuthentication(new CommandAuthenticationModel() {
Token = token.Token,
TokenId = token.Id
}));
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.Failed, result.CommandResultType);
}","This is tested more thoroughly elsewhere, but this is just testing the entire process.",1
2150,"public void TestInsufficientPermission() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticateToken(Guid.NewGuid(), ""TokenHash"", ""id"")
.SetOrigin(CommandOrigin.Remote)
.SetAuthentication(new CommandAuthenticationModel() {
Username = ""Phogue""
})
);
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.InsufficientPermissions, result.CommandResultType);
}",Tests that we cannot set the password of an account if we do not have permission to do so.,1
2151,"public void TestCannotAuthenticateAgainstEmptyTokenList() {
const string identifier = ""192.168.1.1"";
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
// Now validate that we can authenticate against the newly appended token hash
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticateToken(Guid.NewGuid(), ""token"", identifier).SetOrigin(CommandOrigin.Local));
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.Failed, result.CommandResultType);
}",Tests that a generic Failed is returned if the user has no tokens attached to them.,1
2152,"public void TestCannotAuthenticateAgainstDifferentTokenId() {
const string identifier = ""192.168.1.1"";
AccessTokenModel accessToken = new AccessTokenModel() {
Account = new AccountModel() {
Username = ""Phogue"",
PasswordHash = ""MyPasswordHash""
}
};
var token = accessToken.Generate(identifier);
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountSetPasswordHash(""Phogue"", ""MyPasswordHash"").SetOrigin(CommandOrigin.Local));
// Now append the token onto the account.
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", accessToken.Id, accessToken.TokenHash, accessToken.LastTouched).SetOrigin(CommandOrigin.Local));
// Now validate that we can authenticate against the newly appended token hash
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticateToken(Guid.NewGuid(), token, identifier).SetOrigin(CommandOrigin.Local));
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.Failed, result.CommandResultType);
}",Tests that a generic Failed is returned if the token id does not exist,1
2153,"public void TestSetSuccessCanAuthenticateAgainst() {
const string identifier = ""192.168.1.1"";
AccessTokenModel accessToken = new AccessTokenModel() {
Account = new AccountModel() {
Username = ""Phogue"",
PasswordHash = ""MyPasswordHash""
}
};
var token = accessToken.Generate(identifier);
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountSetPasswordHash(""Phogue"", ""MyPasswordHash"").SetOrigin(CommandOrigin.Local));
// Now append the token onto the account.
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", accessToken.Id, accessToken.TokenHash, accessToken.LastTouched).SetOrigin(CommandOrigin.Local));
// Now validate that we can authenticate against the newly appended token hash
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticateToken(accessToken.Id, token, identifier).SetOrigin(CommandOrigin.Local));
Assert.IsTrue(result.Success);
Assert.AreEqual(result.CommandResultType, CommandResultType.Success);
}",Tests that setting a new token can be validated against.,1
2154,"public void TestModifiedPasswordHashAfterSettingInvalidatesToken() {
const string identifier = ""192.168.1.1"";
AccessTokenModel accessToken = new AccessTokenModel() {
Account = new AccountModel() {
Username = ""Phogue"",
PasswordHash = ""MyPasswordHash""
}
};
var token = accessToken.Generate(identifier);
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountSetPasswordHash(""Phogue"", ""MyPasswordHash"").SetOrigin(CommandOrigin.Local));
// Now append the token onto the account.
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", accessToken.Id, accessToken.TokenHash, accessToken.LastTouched).SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountSetPasswordHash(""Phogue"", ""MyModifiedPasswordHash"").SetOrigin(CommandOrigin.Local));
// Now validate that we can authenticate against the newly appended token hash
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticateToken(accessToken.Id, token, identifier).SetOrigin(CommandOrigin.Local));
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.Failed, result.CommandResultType);
}","Tests that setting an access token, then changing a password hash will invalidate the token.",1
2155,"public void TestModifiedIdentiferAfterSettingInvalidatesToken() {
const string identifier = ""192.168.1.1"";
AccessTokenModel accessToken = new AccessTokenModel() {
Account = new AccountModel() {
Username = ""Phogue"",
PasswordHash = ""MyPasswordHash""
}
};
var token = accessToken.Generate(identifier);
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityAccountSetPasswordHash(""Phogue"", ""MyPasswordHash"").SetOrigin(CommandOrigin.Local));
// Now append the token onto the account.
security.Tunnel(CommandBuilder.SecurityAccountAppendAccessToken(""Phogue"", accessToken.Id, accessToken.TokenHash, accessToken.LastTouched).SetOrigin(CommandOrigin.Local));
// Now validate that we can authenticate against the newly appended token hash
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountAuthenticateToken(accessToken.Id, token, ""192.168.1.2"").SetOrigin(CommandOrigin.Local));
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.Failed, result.CommandResultType);
}","Tests that setting an access token, but attempting to authenticate with a different identifier will result in failed authentication",1
2156,"public void TestAccountDoesNotExist() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""ThisExists"").SetOrigin(CommandOrigin.Local));
// Now change the password of the account.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountSetPassword(""DoesNotExist"", ""password"").SetOrigin(CommandOrigin.Local));
// Validate that we could not set a password and the result returned false.
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.DoesNotExists, result.CommandResultType);
}",Tests we get an empty command result back if the account we try to set a password on does not exist.,1
2157,"public void TestAccountInsufficientPermission() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountSetPassword(""Phogue"", ""password"").SetOrigin(CommandOrigin.Remote).SetAuthentication(new CommandAuthenticationModel() {
Username = ""Phogue""
}));
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.InsufficientPermissions, result.CommandResultType);
}","Tests that we cannot set the password of an account if we do not have permission to do so. Thinking about this, we may need to write this to allow users to set their own passwords. This should be done within the SecurityController to determine if a CommandName can edit it's own account details.",1
2158,"public void TestEmptyPassword() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
// Now change the password of the account.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountSetPassword(""Phogue"", String.Empty).SetOrigin(CommandOrigin.Local));
// Validate that we could not set a password and the result returned false.
Assert.IsFalse(result.Success);
Assert.AreEqual(result.CommandResultType, CommandResultType.InvalidParameter);
}",Validates that we can't set an empty password.,1
2159,"public void TestInsufficientPermission() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountSetPasswordHash(""Phogue"", BCrypt.Net.BCrypt.HashPassword(""password"", BCrypt.Net.BCrypt.GenerateSalt()))
.SetOrigin(CommandOrigin.Remote)
.SetAuthentication(new CommandAuthenticationModel() {
Username = ""Phogue""
})
);
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.InsufficientPermissions, result.CommandResultType);
}","Tests that we cannot set the password of an account if we do not have permission to do so. Thinking about this, we may need to write this to allow users to set their own passwords. This should be done within the SecurityController to determine if a CommandName can edit it's own account details.",1
2160,"public void TestAccountDoesNotExist() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
// Now change the password of the account.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountSetPasswordHash(""DoesNotExist"", BCrypt.Net.BCrypt.HashPassword(""password"", BCrypt.Net.BCrypt.GenerateSalt())).SetOrigin(CommandOrigin.Local));
// Validate that we could not set a password and the result returned false.
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.DoesNotExists, result.CommandResultType);
}",Tests we get an empty command result back if the account we try to set a password on does not exist.,1
2161,"public void TestEmptyPassword() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
// Now change the password of the account.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountSetPasswordHash(""Phogue"", String.Empty).SetOrigin(CommandOrigin.Local));
// Validate that we could not set a password and the result returned false.
Assert.IsFalse(result.Success);
Assert.AreEqual(result.CommandResultType, CommandResultType.InvalidParameter);
}",Validates that we can't set an empty password.,1
2162,"public void TestInsufficientPermission() {
var security = new SecurityController();
security.Tunnel(CommandBuilder.SecurityAddGroup(""GroupName"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Phogue"").SetOrigin(CommandOrigin.Local));
security.Tunnel(CommandBuilder.SecurityGroupAddAccount(""GroupName"", ""Ike"").SetOrigin(CommandOrigin.Local));
// Now change the language of the account.
ICommandResult result = security.Tunnel(CommandBuilder.SecurityAccountSetPreferredLanguageCode(""Ike"", ""de-DE"")
.SetOrigin(CommandOrigin.Remote)
.SetAuthentication(new CommandAuthenticationModel() {
Username = ""Phogue""
})
);
Assert.IsFalse(result.Success);
Assert.AreEqual(CommandResultType.InsufficientPermissions, result.CommandResultType);
}",Tests that an account cannot set the preferred language of another account unless they have permission to do so.,1
